"","datetime","city","country","shape"
"88182",1999-09-07,"los angeles (20 minutes e of) traveling via 737 to denver",NA,"oval"
"18880",2012-12-10,"omaha","us","sphere"
"18529",2003-01-20,"oveido",NA,"triangle"
"18533",2003-01-20,"lynnwood","us","triangle"
"48793",2003-05-23,"webster city","us","triangle"
"48801",2004-05-23,"peoria","us","triangle"
"48816",2005-05-23,"midway","us","triangle"
"48819",2005-05-23,"warsaw","us","triangle"
"69481",2013-07-04,"tinley park","us","triangle"
"71907",1980-08-01,"barrington","us","triangle"
"73308",2013-08-14,"gardner","us","triangle"
"37734",1999-03-29,"norfolk","us","unknown"
"52793",1994-06-01,"elkton","us","unknown"
"65786",2002-07-23,"london (uk/england)","gb","unknown"
"22143",1998-12-23,"toa baja (puerto rico)",NA,NA
"24960",1996-12-05,"seattle","us",NA
"2106",1996-10-15,"austin","us","triangle"
"77208",2013-08-25,"linden","us","oval"
"17503",2010-01-17,"granite falls","us","light"
"53281",2013-06-01,"amherst","us","circle"
"21865",2010-12-02,"kansas city","us","oval"
"73776",2001-08-15,"sequoia","us","light"
"77600",2010-08-27,"clinton township",NA,"light"
"77718",2000-08-28,"bracknell (uk/england)","gb","light"
"45472",2004-04-09,"walton","us","oval"
"21783",2006-12-02,"shillington","us","circle"
"85166",2007-09-22,"naco (mexico)","us","disk"
"57613",2013-06-25,"hemet","us","fireball"
"71703",2012-08-11,"bath county",NA,"light"
"9402",2010-11-01,"bayville","us","other"
"35394",2008-03-16,"little rock","us","triangle"
"49214",2013-05-25,"hazelwood","us","cross"
"66870",2008-07-27,"honesdale","us","triangle"
"51311",2010-05-08,"fort hall","us","disk"
"70692",2002-07-08,"sylacauga","us","circle"
"15690",2010-11-03,"bellevue","us","other"
"52005",1952-06-01,"dousman","us",NA
"45501",2006-04-09,"philadelphia","us","cigar"
"6398",2004-10-31,"tinley park","us","circle"
"51712",2007-06-10,"wakefield","us","circle"
"43215",2014-04-24,"dauphin island (off the coast of)","us","light"
"35896",2004-03-19,"coquitlam (canada)","ca","other"
"59020",2005-06-30,"olean","us","oval"
"57279",2010-06-24,"souderton","us","sphere"
"14287",2003-11-25,"indianapolis","us","unknown"
"6397",2004-10-31,"tinley park","us","circle"
"38994",2001-03-07,"mnichovo hradiste (czech republic)",NA,"light"
"44064",2007-04-29,"north ridgeville","us","unknown"
"18667",2013-01-20,"flomaton","us","circle"
"26354",1998-12-09,"chagrin falls","us","light"
"32300",2012-02-29,"colorado springs","us","oval"
"60021",2010-06-06,"halifax (uk/england)","gb","circle"
"40223",1978-04-12,"s&atilde;o paulo (brazil)",NA,"cylinder"
"74685",1998-08-18,"dayton (sutro hills area&#44 ne)","us","egg"
"29958",2012-02-16,"oxnard","us","flash"
"57258",2008-06-24,"sterling","us","flash"
"77581",2009-08-27,"hillsborough","us","flash"
"77610",2011-08-27,"drake","us","flash"
"54807",2005-06-15,"chanhassen","us","light"
"42687",2001-04-22,"fort worth","us","other"
"67842",2005-07-31,"ellensburg","us","other"
"69107",2010-07-04,"hellertown","us","teardrop"
"1404",2002-10-13,"ship bottom","us","triangle"
"15418",2013-11-30,"louisville","us","triangle"
"74491",2003-08-17,"gracemont","us","fireball"
"23362",2011-12-28,"corpus christi","us","light"
"67710",2012-07-30,"tawas city","us","fireball"
"53893",2012-06-14,"hopewell","us","triangle"
"21091",2013-12-19,"goodyear","us","circle"
"253",2011-10-10,"prescott valley","us","other"
"77761",2003-08-28,"coldwater","us","unknown"
"22775",2010-12-25,"hudson (canada)","ca","light"
"74357",2012-08-16,"santa cruz","us","sphere"
"35006",1996-03-15,"spokane","us","flash"
"13624",2003-11-22,"los angeles","us","light"
"16072",2009-11-04,"rockford","us","light"
"44386",2005-04-03,"valdosta","us","unknown"
"16343",1998-01-15,NA,NA,NA
"55477",2005-06-18,"kingman (outside of)","us","unknown"
"21971",1996-12-22,"reno","us","other"
"51272",2005-05-08,"culver city","us","triangle"
"30514",2000-02-20,"athens","us","cylinder"
"54576",1998-06-15,"port perry (canada)","ca","light"
"46058",1977-05-01,"freeland","us","other"
"63354",2002-07-15,"hong kong (china)",NA,"oval"
"39643",2008-04-10,"azle","us","rectangle"
"44294",2011-04-30,"miami","us","unknown"
"31464",1999-02-24,"congers","us","other"
"27582",2003-01-06,"charlotte","us","triangle"
"55404",1997-06-18,"new albany","us","cigar"
"51665",2003-06-10,"signal mtn",NA,"formation"
"14658",2003-11-27,"memphis (100 miles north of)","us","light"
"14663",2003-11-27,"san diego","us","light"
"68842",2009-07-04,"el cajon","us","other"
"71160",1994-08-10,"gull lake (canada)","ca","triangle"
"29036",2010-02-12,"sharon","us","light"
"29936",2009-02-16,"south easton","us","changing"
"9794",2013-11-12,"mount isa (australia)","au","sphere"
"73303",2013-08-14,"winchendon","us","triangle"
"31986",2004-02-27,"allentown","us","circle"
"77327",2007-08-26,"honolulu","us","light"
"60358",2004-06-08,"waterford (republic of ireland)",NA,"circle"
"22589",2013-12-24,"pullman","us","circle"
"47226",2005-05-15,"dana point","us","cross"
"42540",2006-04-02,"miami","us","formation"
"24031",2011-12-31,"orlando","us","light"
"66773",2001-07-27,"castlegar (canada)","ca","light"
"75987",2004-08-02,"orlando","us","light"
"88365",2013-09-07,"woodbury","us","light"
"61302",1963-07-01,"lincoln","us","other"
"21511",2000-12-21,"bellingham","us","sphere"
"41166",2013-04-15,"nelsonville","us","sphere"
"48732",2012-05-22,"memphis","us","sphere"
"19105",1983-12-01,"madison","us","unknown"
"54835",2007-06-15,"fancy gap mtn. (near; i-77 )",NA,"unknown"
"46575",1991-05-13,"pittsburg","us","unknown"
"21493",1962-12-21,"new york city","us","cigar"
"29449",2014-02-14,"portland","us","circle"
"61417",1979-07-01,"maxwelton beach (south whidbey isl.)",NA,"circle"
"76247",2004-08-22,"rocklin","us","circle"
"83046",2012-09-15,"portland","us","circle"
"79059",2006-08-04,"grand bend (north of forest and sarnia) (canada)","ca","disk"
"7785",2002-10-08,"narberth","us","fireball"
"31666",2004-02-25,"kingston (canada)","ca","fireball"
"7794",2003-10-08,"kennedyville","us","light"
"17375",2005-11-07,"bastrop","us","light"
"23464",2002-12-29,"san juan (puerto rico)","us","light"
"56350",2009-06-21,"garden grove","us","light"
"58626",1974-06-30,"bedford","us","light"
"59204",2012-06-30,"auburn","us","light"
"15685",2009-11-03,"mechanicsburg","us","other"
"15706",2010-01-13,"modesto","us","other"
"15774",2012-01-13,"houston","us","sphere"
"31590",2013-02-24,"addison","us","sphere"
"54245",1978-06-15,"zimmerman (3 miles east of)",NA,"teardrop"
"54257",1978-06-15,"warrensville","us","triangle"
"18979",2005-12-11,"chicago","us","unknown"
"24817",2010-12-04,"cypress","us","unknown"
"63561",2009-07-15,"bellevue","us","unknown"
"84526",2004-09-21,"morehead","us","oval"
"14398",2012-11-25,"anchorage","us","light"
"4506",2008-10-23,"hamiota (canada)","ca","other"
"53912",2013-06-14,"springfield","us","circle"
"45201",2012-04-07,"ludowici","us","fireball"
"12255",2007-01-01,"bensenville","us","formation"
"84566",2007-09-21,"lexington","us","disk"
"46268",2009-05-01,"route 81",NA,"other"
"8390",2012-01-10,"sacramento","us","changing"
"71910",1981-08-01,"austin (lake travis)","us","formation"
"33206",2004-02-08,"san jose","us","light"
"41456",1997-04-17,"west memphis",NA,"light"
"66567",2002-07-26,"colchester (uk/england)","gb","light"
"66837",2006-07-27,"methuen","us","oval"
"22386",2001-12-24,"portland","us","light"
"13134",2013-11-21,"honolulu","us","sphere"
"79624",2010-08-06,"oxford","us","cigar"
"77749",2003-08-28,"apache junction","us","disk"
"62962",1977-07-15,"stockholm (sweden)",NA,"sphere"
"3836",2007-10-21,"spring lake park","us","chevron"
"39056",2006-03-07,"desert hot springs","us","chevron"
"17354",2004-01-17,"mesa","us","cigar"
"11372",2012-11-17,"bozeman","us","circle"
"11383",2012-11-17,"santa cruz","us","circle"
"12655",2014-01-01,"modesto","us","circle"
"37244",2014-03-25,"barberton","us","circle"
"83644",2006-09-18,"trumansburg","us","circle"
"86379",2009-09-27,"rahway","us","circle"
"70722",2004-07-08,"topeka","us","cross"
"88183",1999-09-07,"gallatin","us","cylinder"
"51333",2011-05-08,"bayfield","us","diamond"
"51449",2008-05-09,"kingston","us","diamond"
"19996",1988-12-14,"ohio city","us","disk"
"40036",2000-04-01,"elizabethtown","us","disk"
"43147",2009-04-24,"ottawa (canada)","ca","disk"
"50134",2004-05-31,"lakewood","us","disk"
"52338",1976-06-01,"richmond","us","disk"
"80017",1965-08-08,"tularosa","us","disk"
"9492",2013-11-01,"davenport","us","fireball"
"14728",2009-11-27,"dallas (dfw airport)","us","fireball"
"22605",2013-12-24,"monterrey (mexico)",NA,"fireball"
"29962",2012-02-16,"fowleville",NA,"fireball"
"43576",2014-04-26,"louisville","us","fireball"
"63432",2004-07-15,"outing","us","formation"
"284",2012-10-10,"rochester","us","light"
"1589",2013-10-13,"orange","us","light"
"3621",2007-10-20,"haslett","us","light"
"11420",2013-11-17,"arvada","us","light"
"18676",2014-01-20,"appleton","us","light"
"27181",2003-01-04,"marshall","us","light"
"34278",2003-03-12,"broken hill (australia)","au","light"
"45147",2007-04-07,"arlington","us","light"
"49634",2004-05-28,"minneapolis","us","light"
"49972",2004-05-30,"riverdale","us","light"
"53798",2007-06-14,"three rocks","us","light"
"69049",2010-07-04,"ipswich","us","light"
"74322",2010-08-16,"hialeah","us","light"
"75426",2004-08-20,"bethel island","us","light"
"83927",2008-09-19,"tarboro","us","light"
"84975",2013-09-02,"milton","us","light"
"14777",2013-11-27,"tucson","us","other"
"20925",2011-12-18,"atlantic ocean (on cruise ship)",NA,"other"
"56429",1972-06-02,"asheville","us","other"
"64831",2002-07-20,"brampton (canada)","ca","other"
"66228",1996-07-25,"uden (netherlands)",NA,"other"
"83886",2005-09-19,"hopland","us","other"
"85431",2004-09-23,"twin falls","us","other"
"21124",2000-01-02,"tinaquillo (venezuela)",NA,"oval"
"62045",2008-07-12,"malden (boston)","us","oval"
"38817",2004-03-06,"fleetwood (uk/england)","gb","sphere"
"84881",2008-09-02,"north myrtle beach","us","sphere"
"56008",2003-06-20,"chicago (over lake michigan)","us","teardrop"
"17295",2002-01-17,"salem","us","triangle"
"24570",2014-01-23,"ellisville","us","triangle"
"53216",2010-06-01,"rouyn-noranda (canada)",NA,"triangle"
"63805",2007-07-16,"wilmington","us","triangle"
"67027",1998-07-28,"omaha","us","triangle"
"48635",2004-05-22,"sonora","us","unknown"
"25387",2001-01-26,"barnaul (russia)",NA,NA
"19836",2004-12-13,"neosho","us","other"
"76638",1967-08-24,"fort lauderdale",NA,"cigar"
"69255",2011-07-04,"harrisburg","us","circle"
"490",2013-10-11,"hamilton (canada)","ca","cylinder"
"20748",2010-12-17,"hamriya town (uae)",NA,"cylinder"
"58309",2008-06-29,"philadelphia","us","cylinder"
"68206",2010-07-03,"lacey","us","formation"
"8308",2007-01-10,"katy","us","light"
"23215",2013-12-27,"new orleans","us","light"
"24138",2013-12-31,"sebastopol","us","light"
"46558",2012-05-12,"vienna","us","light"
"68194",2010-07-03,"nordman","us","light"
"77592",2010-08-27,"turlock","us","light"
"37878",2014-03-29,"harwich","us","other"
"78653",2013-08-31,"gilbert","us","oval"
"58202",2013-06-28,"calgary (canada)","ca","sphere"
"52236",1972-06-01,"winnebago","us","triangle"
"61489",1990-07-01,"lindenhurst (long island)","us","triangle"
"67060",2002-07-28,"cheektowaga","us","triangle"
"85824",2001-09-25,"fountain hills","us","triangle"
"61564",1997-07-01,"fort benning",NA,NA
"21620",2012-12-21,"albuquerque","us","cylinder"
"16969",2005-11-06,"valencia","us","formation"
"45814",2012-05-10,"riverton","us","unknown"
"33409",2005-02-09,"san diego","us","disk"
"36639",2005-03-22,"tucson","us","light"
"33880",2012-03-11,"windham",NA,"changing"
"88847",2012-09-09,"pawleys island","us","oval"
"84437",2013-09-20,"greenville","us","triangle"
"19060",2012-12-11,"sedona","us","teardrop"
"50410",2014-05-03,"lombard","us","circle"
"20678",1999-12-17,"windser",NA,"changing"
"14875",2005-11-28,"delevan","us","cigar"
"55328",2010-06-17,"dublin","us","cigar"
"48313",2003-05-21,"hamilton (canada)","ca","circle"
"52202",1970-06-01,"fulton","us","circle"
"58410",2013-06-29,"st. george island",NA,"circle"
"60592",2006-06-09,"lands end (cornwall) (uk/england)",NA,"circle"
"65069",2001-07-21,"dundee","us","circle"
"86456",1988-09-28,"monroe","us","circle"
"2844",2007-10-17,"chicago","us","cross"
"33898",2014-03-11,"new york city (brooklyn)","us","cylinder"
"83700",2010-09-18,"brampton (canada)","ca","cylinder"
"5501",2013-10-27,"lorain","us","diamond"
"48099",2002-05-20,"fort lewis",NA,"diamond"
"27248",2008-01-04,"lincolnshire","us","disk"
"30309",1974-02-19,"indianapolis","us","disk"
"40499",2007-04-13,"richmond","us","disk"
"53979",1959-06-15,"pr&iacute;ncipe (havana) (cuba)",NA,"disk"
"63002",1979-07-15,"louisville","us","disk"
"29837",2001-02-16,"mesa","us","egg"
"1027",2011-10-01,"kansas city","us","fireball"
"10137",2005-11-14,"austin","us","fireball"
"10158",2007-11-14,"gulfport","us","fireball"
"10851",1999-11-16,"south lyon","us","fireball"
"24121",2012-12-31,"west sacramento","us","fireball"
"35112",2003-03-15,"stanton","us","fireball"
"31693",2007-02-25,"briarwood",NA,"flash"
"49295",2005-05-26,"chimacum","us","flash"
"70262",2013-07-06,"hanes city",NA,"flash"
"61446",1983-07-01,"strandburg","us","formation"
"61636",2001-07-01,"jerome","us","formation"
"1171",2004-10-12,"utica","us","light"
"9672",2007-11-12,"pass christian","us","light"
"13908",2005-11-23,"lee vining","us","light"
"24762",2008-01-24,"fort myers","us","light"
"24895",2013-01-24,"port charlotte","us","light"
"28952",2003-02-12,"interstate 80.  between york&#44 nebraska and aurora&#44 nebraska",NA,"light"
"28955",2003-02-12,"south selkirk (canada)",NA,"light"
"30574",2006-02-20,"attica","us","light"
"36006",2014-03-19,"paradise valley","us","light"
"38951",1998-03-07,"lake placid","us","light"
"39372",2000-03-09,"lonoke","us","light"
"41029",2004-04-15,"columbus","us","light"
"45781",2009-05-10,"north hollywood","us","light"
"51965",2013-06-11,"surry","us","light"
"58071",2003-06-28,"layton","us","light"
"60234",2009-06-07,"virginia beach","us","light"
"75394",2003-08-20,"san antonio","us","light"
"76725",2003-08-24,"terrace (canada)","ca","light"
"77828",2009-08-28,"gallatin","us","light"
"81498",2006-09-01,"leesburg","us","light"
"84462",1999-09-21,"denver","us","light"
"87241",1989-09-03,"glennie","us","light"
"1454",2005-10-13,"atlanta","us","other"
"6067",2004-10-30,"missoula","us","other"
"8750",2000-11-11,"sydney (nsw&#44 australia)","au","other"
"18417",2013-11-09,"frenchberg",NA,"other"
"44549",2004-04-04,"las vegas","us","other"
"50475",2004-05-04,"granbury","us","other"
"52579",1985-06-01,"prineville","us","other"
"68429",1994-07-04,"alkmaar (netherlands)",NA,"other"
"72797",2002-08-13,"mesa","us","other"
"72812",2003-08-13,"houston (canada)","ca","other"
"42079",2002-04-20,"cuernavaca (mexico)",NA,"oval"
"57888",2004-06-27,"pratt","us","oval"
"59029",2005-06-30,"houston","us","oval"
"77344",2009-08-26,"the hague (the netherlands)",NA,"oval"
"80977",2004-09-11,"keeseville","us","oval"
"5838",2005-10-29,"frankenmuth","us","rectangle"
"57009",2008-06-23,"abingdon","us","rectangle"
"16887",2001-01-16,"ithaca","us","sphere"
"49901",2012-05-29,"bozeman","us","sphere"
"484",2012-10-11,"ravensdale","us","triangle"
"1641",1999-10-14,"el paso","us","triangle"
"6339",2002-10-31,"shepherdstown","us","triangle"
"19322",2005-12-01,"easley","us","triangle"
"26492",2008-01-29,"northridge","us","triangle"
"48306",2003-05-21,"alburquerque",NA,"triangle"
"55639",2000-06-19,"yosemite",NA,"triangle"
"77048",2006-08-25,"cardiff (uk/wales)","gb","triangle"
"33924",1977-03-01,"terre haute","us","unknown"
"70069",2005-07-06,"ottawa (canada)","ca","unknown"
"73536",1986-08-15,"stillwater","us","unknown"
"33547",2002-03-10,"bandar seri begawan (brunei)",NA,"fireball"
"66952",2012-07-27,"nashua","us","light"
"41385",2011-04-16,"chateauroux (france)",NA,"triangle"
"24861",2012-01-24,"chesapeake","us","unknown"
"72381",1999-08-12,"long beach","us","disk"
"51029",2014-05-06,"st. louis","us","fireball"
"40667",2005-04-14,"mcdonough","us","changing"
"64054",2008-07-17,"jacksonville","us","light"
"15229",2013-11-29,"webster","us","circle"
"79723",2013-08-06,"coeur d&#39alene","us","light"
"69723",2001-07-05,"klaipeda (lithuania)",NA,"light"
"41098",2007-04-15,"limassol (cyprus)",NA,"triangle"
"64589",2009-07-19,"park hills","us","light"
"9117",2001-01-11,"norwich (uk/england)","gb","changing"
"81285",1994-09-01,"grants pass","us","changing"
"81870",2008-09-12,"uk/england",NA,"changing"
"43002",2012-04-23,"cedar park","us","chevron"
"56841",2013-06-22,"richmond","us","circle"
"56845",2013-06-22,"bruce beach (canada)",NA,"circle"
"61851",2012-07-01,"oro (canada)",NA,"circle"
"82293",2003-09-14,"honolulu","us","circle"
"81181",1974-09-01,"bremen","us","disk"
"15624",2007-01-13,"laval (canada)","ca","formation"
"2066",1992-10-15,"wilsonville","us","light"
"33039",2004-02-07,"moscow (russia)",NA,"light"
"56717",2008-06-22,"napavine","us","light"
"67822",2004-07-31,"cardiff (jamaica)",NA,"light"
"85750",2013-09-24,"columbus","us","other"
"45818",2013-05-10,"norwalk","us","oval"
"64012",2004-07-17,"tulare","us","oval"
"3825",2006-10-21,"seattle","us","triangle"
"26944",1995-01-03,"gladstone","us","triangle"
"56249",2001-06-21,"ames","us","triangle"
"70087",2006-07-06,"beaver dam",NA,"unknown"
"12761",1996-11-20,"los angeles","us",NA
"7746",1993-10-08,"gampola (sri lanka)",NA,"light"
"37346",2010-03-26,"bloomington","us","light"
"233",2010-10-10,"euclid","us","circle"
"1504",2010-10-13,"las vegas","us","circle"
"30974",2008-02-02,"islandia","us","circle"
"53883",2012-06-14,"pawleys island","us","circle"
"69912",2012-07-05,"chicago","us","circle"
"5267",2011-10-26,"hamilton","us","diamond"
"65594",2005-07-22,"gibsons (canada)","ca","disk"
"67953",2012-07-31,"salem","us","disk"
"12811",2003-11-20,"el rito","us","fireball"
"54569",1997-06-15,"sun city/menifee",NA,"fireball"
"7608",2003-10-07,"fairfield","us","formation"
"31098",2001-02-22,"dearborn","us","formation"
